player_name,total_distance_avg,total_distance_recent,high_speed_distance_avg,high_speed_distance_recent,percentage_max_velocity_avg,percentage_max_velocity_recent,gen2_acceleration_band6plus_total_effort_count_avg,gen2_acceleration_band6plus_total_effort_count_recent,gen2_acceleration_band3plus_total_effort_count_avg,gen2_acceleration_band3plus_total_effort_count_recent,total_player_load_avg,total_player_load_recent,player_load_per_minute_avg,player_load_per_minute_recent,meterage_per_minute_avg,meterage_per_minute_recent,total_acceleration_load_avg,total_acceleration_load_recent,Jump Height (Flight Time)_avg,Jump Height (Flight Time)_recent,RSI-Modified_avg,RSI-Modified_recent,Concentric Mean Force_avg,Concentric Mean Force_recent,leftAvgForce_avg,leftAvgForce_recent,leftImpulse_avg,leftImpulse_recent,leftMaxForce_avg,leftMaxForce_recent,leftTorque_avg,leftTorque_recent,rightAvgForce_avg,rightAvgForce_recent,rightImpulse_avg,rightImpulse_recent,rightMaxForce_avg,rightMaxForce_recent,rightTorque_avg,rightTorque_recent
Player 34,4234.478909764108,2838.5134994361583,133.19420431140745,28.12910715725589,77.19261708737703,57.5146880245572,106.0,80.0,90.0,61.0,459.5132451309992,328.1421322467488,7.744201942432845,6.358631191717697,67.10193364491137,52.56907478174528,1087.7549346361704,822.9306833073911,27.35941813821908,30.457686995608384,32.056671868077366,35.338832817079066,607.6200764476753,645.2166975253192,269.82990412894884,235.01599991673308,2331.945164097692,2415.5446094548497,261.2976213946957,231.93012054834324,118.7335877183029,125.62531542268135,291.25658116722127,279.4922922692812,2371.869565422431,2685.120544779531,304.25148896687455,292.537733775637,137.56510526029618,126.81371111775002
Player 35,5429.930469500019,3416.6076827065253,241.5680998483794,95.3166720378137,87.36320350929417,46.11695332790232,137.0,94.0,138.0,95.0,431.36852034227735,340.5403325117501,5.780641354730999,3.316764874227227,65.90907082511333,40.0702980310848,1619.9970001370352,1069.154453563225,32.823339684169966,25.68297670277615,34.2133740279011,27.203780700361744,537.8056486328364,499.30043157128057,218.7883811244031,218.14524620138047,1517.718078441624,1521.6726991439114,235.1054160780259,234.01957077292107,111.40230601612784,106.79362617550368,236.77499107774565,205.8981889836197,1579.1236305084265,1442.5319758948324,258.29022778574347,251.70380709933056,109.58189163431456,105.78521035610248
Player 36,4641.562398241746,2904.2221127101798,279.40870050921234,104.79323496973062,81.36441344365923,69.94202465611767,145.0,94.0,125.0,80.0,540.5438677780818,300.8145227048088,7.753312326453739,6.241700965322443,65.79999932341077,57.46474087348224,1424.5100910503902,864.4639997996065,27.73752663291081,27.39828456444051,24.24436307305691,25.22304875973633,537.8065287890564,579.3112096683601,289.8914113857092,306.0343460512348,2364.572654770529,3015.267189962617,334.0571359345899,313.1128961315061,133.5728123818378,154.7984551583841,302.2203328086813,298.812953230676,2426.432749576605,3112.526352198768,316.2487123414091,324.01053679564814,130.15165515727932,140.87756473084545
Player 37,5221.238879487148,,121.03962912405424,,74.33822509954447,,146.0,,136.0,,586.0190870031336,,6.971233802779103,,61.8319909264958,,1602.29911623676,,27.905919567801643,24.336338475498824,32.9928529768608,28.063657109443007,507.9205252071949,361.640127843392,215.80823454742665,215.35193409046556,1975.2823627571263,1976.4218547246703,196.37679744669504,234.2442731264172,89.18819953818051,94.3785769870745,278.5364470387146,261.64633816271214,3361.2496658130567,2949.965469959679,268.7316567726939,279.16108389891195,112.13178238102898,115.09308641058549
Player 38,3983.6864488266815,,201.92469758126657,,79.12381621350552,,139.0,,131.0,,486.1565990553613,,7.544798624006115,,67.8759182139545,,1422.801297015918,,37.34253979366613,31.143571544448207,46.5665148302422,42.81667801282199,570.4422082581102,624.8342120363341,,,,,,,,,,,,,,,,
Player 39,3703.622068216928,2197.4105263699944,242.1081445786193,66.65234755291885,69.62154027150092,60.84448250916411,101.0,46.0,98.0,42.0,454.1861201455193,297.6958174867,8.195438423943422,5.839743882012262,61.45404227270016,43.92087116212254,1042.7643153039287,687.1803880713322,38.69039596182325,37.82952756863994,37.91023468715744,41.133091503689045,515.7151380041975,579.5191124218294,355.1250810847824,350.4963403971669,7232.031818636821,3934.7988223442994,337.2101847326677,375.30320309214665,148.8373211178615,148.48708349024696,341.62309357097087,406.49320261281247,7506.869439974265,3780.7506753087614,359.07597294833266,386.6657298866383,151.65061260553944,172.03088404643864
Player 4,2823.640909653752,2055.617936515167,47.90128410486617,6.007662648876224,69.27719622141551,58.38003595527124,56.0,36.0,48.0,31.0,320.107719933883,232.72791721090636,4.10024580624227,3.364848441802133,39.86871443015002,35.64945924544482,1205.6010896062608,918.712412342361,33.48192128627053,33.88423414496884,42.74399073272651,34.658997140806534,661.065676023149,640.1240980419534,260.3397952051175,293.8344005266235,2555.920530583446,2366.0846669776497,265.11654438425967,308.07276231763785,118.62130411652448,121.117962626507,252.77631120179817,257.9911655333956,1944.7603010996904,1660.8940625084524,292.5286657636805,267.46413594479503,107.2660691780737,125.91887366254508
Player 40,4612.0582941350485,4168.499007941026,143.8173890964997,80.5943931530532,78.28185377028355,60.55143252256201,134.0,131.0,126.0,125.0,450.3340811873255,363.11341296797696,5.689730207859179,4.497071941472196,64.89978689118117,52.23931896508564,1492.8418498054791,1381.365465846729,36.28215129049872,38.507198844669325,40.87016471606701,43.09759388461477,687.5735593402987,569.0752906034298,296.2651109251419,332.78450044727657,2254.5642485047547,2660.1775863800403,317.0894955274392,330.49700195379427,139.8400803951566,158.27225026404952,308.5519780412134,334.6740067003664,2302.2967159705795,2880.333843461973,336.28531552964216,356.49255691674284,148.34058647700104,166.368128137707
Player 41,3501.1631446147085,3537.350419217795,166.27033764381994,129.5895063500837,73.82041593254152,64.16600296621652,101.0,125.0,97.0,114.0,280.5947506575279,310.22948149451,4.900726327983572,4.874295580890655,57.44365224276119,56.06658166869092,1086.687461068848,1289.4542629057291,33.09005123164314,33.37163124794148,30.74639332673524,37.58029468688022,642.3754920837645,632.3347955727429,276.82448168266205,340.9142744273516,2767.007275069999,4145.212829170087,262.3670553958624,334.3029964901914,,,335.8448260686328,359.2947257086083,3702.117473179265,4527.048600891364,352.22871113445774,370.9222087337183,,
Player 5,2990.053308065922,3230.462752229333,90.76605261132596,9.998614490239714,74.0505252625268,57.12023325630834,59.0,63.0,50.0,52.0,299.08098203855513,286.85876775247937,4.145179966430506,3.641879739413199,40.47533721745804,32.6713043139396,1170.737464279456,1244.6637373167855,37.56594973964464,34.85956301275186,34.024299838054844,39.4424379121449,575.3722598950302,595.3057913698879,243.8749520779517,259.31993379311467,1954.6728717917224,1575.28186557293,265.16510442198273,249.29197108738035,110.77167410784246,120.81134702936995,276.2792992390296,289.3886990475876,1914.651457496829,1719.746802512267,270.02134268840285,297.381476971098,139.00868576798206,129.40569401469045
Player 6,2790.9206350747872,2256.325643723579,40.162009873744296,5.102922877937044,67.98856614464333,54.23985928165116,54.0,35.0,48.0,30.0,335.5952373430787,250.00496573311543,5.232010223205359,4.450352651100617,39.80833219392077,34.13058032971718,1219.4570162293232,795.3485529592808,32.1606072335258,29.44070732084392,29.576075873443976,31.049112837040823,619.0716454233053,602.0339157087682,326.61248261056136,340.2772410861745,2286.1706689433063,1894.6396256281223,354.58658042433143,318.0962915801365,163.8130097486285,188.27704489071533,330.41037197182345,360.56321165646006,2049.66913101132,1826.3364277079688,332.2911031972528,389.8512740246632,162.09335386763942,188.64636746872088
Player 7,5021.607262284008,,217.70820778413224,,76.34220157256709,,117.0,,117.0,,515.9664017985531,,7.143258146160164,,65.93037072320914,,1368.8081312132906,,29.394017111036696,30.8106397457214,32.416321653557546,31.35377669136026,621.9263714704641,479.0267831004718,219.73030223497423,223.55391446093995,1969.7095816321823,1549.3134416064645,262.54072650435234,239.2331485935939,114.21847323156842,107.47890597362311,201.0727304961591,183.25044323094411,852.6567402278203,713.4132620771242,207.55288311452148,179.88185963179066,91.8982675490721,86.0427230152414
Player 8,3871.693367087729,,118.23278437121812,,73.14540107377688,,125.0,,114.0,,425.1590879262273,,5.911895814682676,,57.49752723757575,,1317.4916580298411,,36.11692912863569,33.86867181807516,36.49716946175192,28.700047189938573,518.8025582964547,495.3486424047479,,,,,,,,,,,,,,,,
Player 9,5249.364506406208,,328.7835202935473,,78.53237669963578,,153.0,,153.0,,673.145101709307,,8.311806465296044,,76.55557269623944,,1635.825405486435,,33.88682587835436,34.10733416294915,38.48123372010186,36.72062643952904,504.7565509403662,513.2866141520119,260.66877340640883,257.3394255560142,2299.6990472945167,2240.2225557499964,255.67478358722377,291.4549442748941,97.76468807692152,104.46796432166464,237.65955749081863,226.179965426249,1917.6544409285505,1887.8626096985156,244.3806203850745,248.5457645426318,84.16058933790397,89.33600072471891
